1,1200
2,1000
3,2866.666667
4,4100
5,3360
6,2866.666667
7,2514.285714
8,2275
9,2133.333333
10,1940
11,1800
12,1683.333333
13,1584.615385
14,1500
15,1813.333333
16,1737.5
17,1670.588235
18,1600
19,1578.947368
20,1520
21,1704.761905
22,1645.454545
23,1591.304348
24,1575
25,1528
26,1476.923077
27,1437.037037
28,1414.285714
29,1717.241379
30,1680
31,1638.709677
32,1600
33,1569.69697
34,1582.352941
35,1560
36,1550
37,1518.918919
38,1742.105263
39,1707.692308
40,1775
41,1775
42,1885
43,1895
44,1750
45,1605
46,1865
47,2105
48,2115
49,2110
50,2105
51,2110
52,2105
53,2115
54,2115
55,2130
56,1985
57,1980
58,1995
59,2245
60,2285
61,2305
62,2228
63,2238
64,2253
65,2243
66,2323
67,2338
68,2358
69,2378
70,2128
71,2128
72,2128
73,2140
74,2155
75,2115
76,2100
77,2080
78,2090
79,1850
80,1855
81,1765
82,1645
83,1630
84,1620
85,1600
86,1340
87,1100
88,1090
89,1090
90,1320
91,1325
92,1335
93,1325
94,1320
95,1305
96,1325
97,1335
98,1310
99,1100
100,1280
101,1255
102,1217
103,1212
104,1197
105,1232
106,1152
107,1152
108,1142
109,1122
110,1127
111,1122
112,1132
113,1130
114,1150
115,1150
116,1155
117,1165
118,1155
119,1205
120,1200
121,1430
122,1415
123,1410
124,1555
125,1545
126,1595
127,1595
128,1595
129,1590
130,1355
131,1360
132,1355
133,1415
134,1420
135,1415
136,1635
137,1630
138,1665
139,1625
140,1390
141,1395
142,1385
143,1380
144,1525
145,1550
146,1550
147,1540
148,1770
149,1760
150,1770
151,1770
152,1760
153,1750
154,1740
155,2000
156,2000
157,1990
158,2000
159,1960
160,1960
161,1715
162,1720
163,1730
164,1585
165,1585
166,1695
167,1785
168,1785
169,1800
170,1795
171,1785
172,1815
173,1765
174,1765
175,1810
176,1600
177,2000
178,1980
179,1980
180,1975
181,1975
182,1995
183,2000
184,1980
185,1905
186,1900
187,1920
188,1920
189,2000
190,1990
191,2000
192,1995
193,2045
194,2035
195,1775
196,1830
197,1830
198,1820
199,1810
200,1810
201,1810
202,2050
203,2040
204,2065
205,2065
206,1903.75
207,1890
208,1885
209,1985
210,1985
211,1980
212,1942.5
213,1932.5
214,1932.5
215,1892.5
216,1862.5
217,1527.5
218,1537.5
219,1577.5
220,1596.25
221,1701.25
222,1741.25
223,1746.25
224,1616.25
225,1626.25
226,1691.25
227,1736.25
228,1536.25
229,1466.25
230,1466.25
231,1466.25
232,1471.25
233,1421.25
234,1401.25
235,1401.25
236,1356.25
237,1366.25
238,1361.25
239,1371.25
240,1371.25
241,1376.25
242,1246.25
243,1256.25
244,1231.25
245,1231.25
246,1362.5
247,1321.25
248,1326.25
249,1226.25
250,1410
251,1435
252,1492.5
253,1512.5
254,1522.5
255,1612.5
256,1622.5
257,1562.5
258,1561.25
259,1551.25
260,1532.5
261,1457.5
262,1407.5
263,1445.375
264,1460.375
265,1495.375
266,1455.375
267,1410.375
268,1380.375
269,1370.375
270,1370.375
271,1360.375
272,1390.375
273,1389.125
274,1387.875
275,1387.875
276,1377.875
277,1367.875
278,1392.875
279,1381.625
280,1391.625
281,1411.625
282,1301.625
283,1291.625
284,1291.625
285,1281.625
286,1161.625
287,1126.625
288,1146.625
289,1136.625
290,962.875
291,952.875
292,902.875
293,882.875
294,882.875
295,792.875
296,782.875
297,772.875
298,754.125
299,724.125
300,724.125
301,694.125
302,724.125
303,676.25
304,666.25
305,626.25
306,616.25
307,598.375
308,588.375
309,598.375
310,598.375
311,598.375
312,563.375
313,574.625
314,591.375
315,591.375
316,701.375
317,731.375
318,711.375
319,712.625
320,702.625
321,682.625
322,682.625
323,682.625
324,682.625
325,682.625
326,672.625
327,682.625
328,712.625
329,722.625
330,712.625
331,702.625
332,702.625
333,702.625
334,702.625
335,702.625
336,720.125
337,730.125
338,727.625
339,727.625
340,726.375
341,721.375
342,680.125
343,715.125
344,715.3
345,715.3
346,715.3
347,753.175
348,803.175
349,793.175
350,790.675
351,783.925
352,781.425
353,801.425
354,795.925
355,795.925
356,725.925
357,715.925
358,715.925
359,715.925
360,725.925
361,725.925
362,753.425
363,792.175
364,802.175
365,802.175
366,822.175
367,946.95
368,896.95
369,886.95
370,896.95
371,896.95
372,906.95
373,991.95
374,1081.95
375,1106.95
376,1109.45
377,1169.45
378,1286.95
379,1286.95
380,1308.2
381,1306.95
382,1311.95
383,1306.95
384,1346.775
385,1381.775
386,1371.775
387,1341.775
388,1330.525
389,1325.525
390,1378.025
391,1393.525
392,1401.025
393,1381.025
394,1416.025
395,1656.025
396,1611.025
397,1591.025
398,1612.275
399,1621.025
400,1606.025
401,1636.025
402,1608.525
403,1619.775
404,1639.775
405,1689.775
406,1684.775
407,1545
408,1545
409,1545
410,1555
411,1565
412,1605
413,1520
414,1430
415,1405
416,1385
417,1340
418,1325
419,1340
420,1339.675
421,1345.925
422,1342.175
423,1312.175
424,1272.175
425,1397.175
426,1397.175
427,1387.175
428,1348.425
429,1383.425
430,1343.425
431,1344.675
432,1354.675
433,1369.675
434,1334.675
435,1124.675
436,1139.675
437,1139.675
438,1118.425
439,1109.675
440,1144.675
441,1124.675
442,1124.675
443,1134.675
444,1143.425
445,1128.425
446,1113.425
447,1138.425
448,1178.425
449,1178.425
450,1218.425
451,1228.425
452,1198.425
453,1198.425
454,1188.425
455,1188.425
456,1199.925
