1,400
2,1600
3,400
4,800
5,400
6,800
7,1200
8,800
9,400
10,400
11,400
12,2800
13,800
14,1600
15,800
16,1200
17,3200
18,800
19,800
20,800
21,800
22,800
23,2000
24,800
25,800
26,1200
27,400
28,800
29,1200
30,8000
31,800
32,800
33,1600
34,4000
35,1200
36,2000
37,6000
38,1200
39,1200
40,400
41,30000
42,400
43,1200
44,4000
45,800
46,1600
47,800
48,4000
49,800
50,3600
51,1600
52,1200
53,2800
54,4000
55,20800
56,4000
57,1200
58,800
59,4000
60,1200
61,400
62,800
63,2000
64,1200
65,4000
66,2800
67,800
68,1200
69,1600
70,4000
71,800
72,400
73,400
74,800
75,7600
76,1600
77,3200
78,1200
79,1200
80,4000
81,21200
82,1600
83,1200
84,2400
85,4000
86,1200
87,1200
88,1200
89,800
90,1200
91,1200
92,8000
93,1200
94,1200
95,2000
96,2000
97,2400
98,800
99,8000
100,2400
101,5200
102,1600
103,1200
104,400
105,2400
106,2400
107,800
108,2000
109,400
110,800
111,20000
112,4400
113,400
114,1320
115,2400
116,4400
117,8800
118,4000
119,1200
120,2000
121,10400
122,400
123,2000
124,4000
125,2000
126,10000
127,400
128,5800
129,2000
130,400
131,400
132,1200
133,400
134,8600
135,1600
136,7200
137,1600
138,5000
139,1200
140,800
141,7600
142,12600
143,1600
144,5400.8
145,5600
146,1200
147,400
148,13999.99
149,400
150,4000
151,1600
152,800
153,10000
154,800
155,400
156,2000
157,800
158,400
159,400
160,2400
161,800
162,4529.08
163,6900
164,8000
165,5600
166,7000
167,1200
168,5600
169,5000
170,800
171,800
172,1262.9
173,800
174,2800
175,4000
176,4400
177,16611.2
178,4800
179,1600
180,400
181,10200
182,1200
183,3200
184,6800
185,400
186,2000
187,4400
188,7000
189,5400
190,4000
191,6000
192,400
193,8320.92
194,4441
195,400
196,1200
197,7000
198,3400
199,4800
200,8000
201,5999.99
202,3000
203,8200
204,6400
205,9370
206,8000
207,400
208,5200
209,11704.8
210,2000
211,3600
212,1200
213,2000
214,400
215,8425
216,4400
217,7182.8
218,6526.8
219,400
220,9100.05
221,4609
222,400
223,3200.01
224,2800
225,400
226,1200
227,3999.99
228,7787
229,800
230,6230
231,4400
232,800
233,12664.5
234,2400
235,1200
236,12543
237,20158.2
238,1200
239,4800
240,1200
241,1600
242,4400.01
243,2000
244,8424.8
245,4400
246,2000
247,400
248,4157
249,800
250,2000
251,16484.41
252,4000
253,15832.4
254,4400
255,800
256,800
257,8504.8
258,372
259,7599.98
260,18121.4
261,800
262,800
263,7682.2
264,800
265,15340.4
266,465
267,8849.4
268,1600
269,4800
270,4456.8
271,9716
272,5600
273,400
274,400
275,7636.8
276,6000
277,2890.4
278,4870.8
279,10098.8
280,15803.6
281,800
282,7345
283,6517.8
284,1600
285,2400
286,5200
287,1200
288,1600
289,6000
290,10078.2
291,1600
292,1600
293,4025.5
294,3200
295,6152.4
296,8400
297,22163
298,4800
299,1200
300,4000.01
301,1200
302,4107.3
303,400
304,5199.9
305,1600
306,4879.2
307,17324.9
308,9200
309,4210.7
310,10607
311,6800
312,3200.01
313,9164.1
314,400
315,4000.01
316,1200
317,1200
318,2800
319,9533.3
320,2416.8
321,3800
322,2000
323,19850.2
324,400
325,2800
326,400
327,400
328,2400
329,2033.8
330,10600.01
331,400
332,800
333,2400
334,4000
335,2664
336,20096.4
337,1600
338,3999.99
339,2800
340,2000
341,400
342,3600
343,2799.99
344,1600
345,2006.5
346,3200.01
347,14982.2
348,3200
349,6200
350,10360.6
351,2000
352,6593.28
353,1600
354,3199.99
355,1200
356,2000
357,400
358,8400
359,7578.6
360,9637.7
361,1600
362,2000
363,9318
364,10400
365,400
366,3200
367,3800
368,6847.9
369,3199.98
370,4887.3
371,3200
372,4475.6
373,1222.7
374,6400
375,8191.46
376,4000
377,400
378,1600
379,2501.8
380,4000
381,1600
382,9235.62
383,4214.4
384,3309.1
385,1200
386,400
387,1200
388,6386.25
389,3600
390,800
391,400
392,8131.9
393,4000
394,5000
395,7248.5
396,5000
397,1200
398,1713.7
399,2400
400,3399.99
401,4000
402,10902
403,800
404,5200
405,1600
406,9511.3
407,145
408,400
409,3600
410,7032.2
411,4000
412,1200
413,6324.8
414,113.4
415,400
416,800
417,7586.9
418,800
419,9079
420,2800
421,2000
422,19842.6
423,7760.8
424,2400
425,6138.1
426,2400
427,17002
428,3954.6
429,8200
430,3200
